name,nickname
Gabriel Salinas-Jones,Gabriel_3_2.50
Maurice Eazel,Maurice_1_0.47
Anthony Romero,The Genius
Bruno Souza,The Tiger
Jair Farias,Chosen
Scott Adams,Scott_13_8.00
Jared Cannonier,The Killa Gorilla
Clay French,Clay_1_2.71
Antonio Dos Santos,Junior Alpha
Yoko Takahashi,Yoko
Charlie Brenneman,The Spaniard
Yurij Kiseliov,Playboy
Ramona Pascual,Ramona
Marcos da Matta,Parrumpinha
Mickael Lebout,Ragnar
Joao Roque,Joao_2_3.50
Tony Juarez,Tony_7_0.08
Chatt Lavender,Chatt
Andrew Sanchez,El Dirte_1_1.86
Fiona Muxlow,Fiona
Arman Tsarukyan,Ahalkalakets
Randy Costa,The Zohan
Collin Hart,Collin_1_2.00
Rayanne Amanda,Rayanne
Luciano Azevedo,Luciano
Kyle Driscoll,KD
Jasmine Jasudavicius,Jasmine
Don Carlo-Clauss,Don
Victor Dias,Crazy Horse
Keiichiro Yamamiya,Keiichiro
Milana Dudieva,Milana
Icho Larenas,Icho
Dan O'Connor,Johnny Irish
Nikolajus Cilkinas,Nikolajus
Yuki Sasaki,Yuki_2_1.14
Damir Mirenic,Wolf
Dinis Paiva Jr.,Sweetbread
Steve Mensing,The Machine_10_0.69
Sean Daugherty,Sean_7_0.00
Nasrudin Nasrudinov,Nasrudin
Greg Wilson,Greg_4_0.67
Junior Albini,Baby
Alex Higley,Alex_9_1.33
Nick Ertl,Nick_13_1.33
John Salgado,Greco
Ray Routh,Ray_2_2.00
Josh Burns,The Hammer_11_0.80
Patrick Smith,Patrick_1_1.18
Kyle Kingsbury,Kingsbu
Jason DeLucia,Jason_12_1.57
Douglas Lima,The Phenom_3_4.83
Bruno Korea,Bruno_2_2.33
Kerry Vera,Kerry
Josh Pulsifer,The Platypus
Mark Climaco,Mark_7_4.50
Ismael Bonfim,Marreta_1_4.75
Jesse Murray,Hollywood_5_2.00
Gilles Arsene,Gilles
Steve Judson,Steve_6_0.00
Chibwikem Onyenegecha,Chibwikem
Jonathan Rivera,Jonathan_4_2.00
Haven Torres,Haven
Chris Solomon,Chris_25_0.00
Santiago Ponzinibbio,Argentine Dagger
Robert Densley,The Wrecker
Rashard Lovelace,Rashard
Leon Aliu,The Albanian Lion
Michel Batista,Michel
Dustin Joynson,Dustin_3_5.00
Dong Hyun Ma,Maestro_1_1.45
Marc Cofer,Marc_1_1.40
Joe Pardo,Joe_18_0.67
Dhafir Harris,Dada 5000
Karine Gevorgyan,The Princess
Nick Pica,The Silverback_1_5.00
Gennaro Strangis,Gennaro
Rony Sefo,Rony_1_0.00
Yan Xiaonan,Yan_1_5.67
Gabe Ruediger,Godzilla
Logan Urban,Hulk_1_5.00
TJ Hepburn,The Carnivore
Daniel Pereira,Gaucho_1_4.50
Johnny Rees,The Hater Hurter
Dwayne Cason,Dwayne
Josiane Nunes,Josi
Danny Chavez,The Colombian Warrior
Marcio Navarro,The Locomotive
Ulysses Gomez,Useless
Rostem Akman,Rostem
Maria Rios,Maria
Oron Kahlon,Oron
Rodrigo Lidio,Dynamis
Jacob Silva,Lil Animal
Rudy Bears,Rudy
Jacob Noe,Psycho_3_0.27
Anying Wang,Anying
Jerome Rivera,Renegade
Michael Kuiper,Michael_6_3.00
Sherrard Blackledge,The Thriller
Teddy Ash,Bear_1_2.80
Brogan Walker,The Bear_2_2.00
Ryan Roberts,Ryan_13_1.75
Carlos Vera,Pequeno_1_3.67
Brandon Wolff,Brandon_8_1.40
Bruna Brasil,Bruna
Eduardo Pamplona,Eduardo_2_4.00
Ray Wizard,Ray_3_0.00
Ty Flores,Big Medicine
John Kelly,John_14_1.25
Anton Turkalj,The Pleasure Man
Jimmy Lawson,Greedy
Carls John De Tomas,Carls
Yazan Hajeh,Yazzle Dazzle
Richard Dalton,Richard
Paulo Renato Junior,Paulo_3_4.00
Ricky Calatayud,Ricky_3_8.00
Raou Raou,Raou
David Roberts,David_16_0.62
Alberto Montes,The Promise_1_4.00
Cody Floyd,Cody_5_2.00
Fellipe Andrew,Fellipe
Colin Fletcher,The Freakshow
Karla Benitez,Karla
Torrance Taylor,Torrance
Nate Schroeder,Nate_5_1.10
Shane Young,Smokin'
Justin Gonzales,J-Train
Josh Bennett,Josh_15_0.79
Waylon Kennell,Waylon_1_3.00
Billy Vaughan,Billy_5_0.71
Chase Waldon,Chase_2_5.50
Eiji Ishikawa,Eiji_1_1.21
Francisco Trevino,Sitkayan
Joe Cason,Joe_19_9.00
Sasha Palatnikov,Sasha
Kotetsu Boku,Kotetsu
Josh Neal,Josh_16_0.45
Issa Isakov,Determinator
Marcelo Mello,Marcelo_2_1.00
Shana Dobson,Danger_2_0.80
Justin Tafa,Bad Man
Jason Reinhardt,Jason_13_6.67
John Doyle,The Iron Bull
Jordan Goodwin,Jordan_4_0.00
Tai Tuivasa,Bam Bam_3_2.50
Jerome LeBanner,Jerome
Marvin Maldonado,The Bulldog
Lee Gibson,Lethal_3_3.00
Jocelyn Jones-Lybarger,Jocelyn
Victor Valenzuela,Joe Boxer
Matt Kovacs,300
Isaac Vallie-Flagg,Isaac
Dequan Townsend,The Tarantula_1_1.75
Charon Spain,Charon
Jason Butcher,Jason_14_5.00
Turrell Galloway,Turrell
Cody Garbrandt,No Love_1_2.60
Ron Fields,Killing
Kenyon Jackson,Kenyon
Ivan Cole,JP_1_0.67
Mike Jackson,The Truth_3_0.50
Yanal Ashmouz,Red Fox
Evan Esguerra,Evan_2_1.14
Justin Pennington,Justin_10_1.00
Colleen Schneider,Colleen
Miles Johns,Chapo
Mike Dolce,Skull Cracker
Bendy Casimir,Bendy
Clint Godfrey,Clint
Oban Elliott,The Welsh Gangster
Scott Junk,Scott_14_2.67
Joel Thomas,The NIce Guy
Nick Newell,Notorious
Sean Lally,The Unpredictable One
Asbel Cancio,Asbel
Marques Daniels,Marques
Brian Cobb,Brian_7_2.22
Christian Uflacker,Christian_4_5.00
Nick Denis,The Ninja of Love
David Gomez,David_17_0.50
Rolando Perez,Rolando
Junya Kudo,Junya
Forrest Petz,The Meat Cleaver
Bubba Pugh,Bubba_1_1.00
Adam Milstead,The Prototype_1_2.00
Tim Roman,Tim_4_0.75
Jin Soo Son,Jin_2_2.25
Haisam Rida,Haisam
Edwin Aguilar,Tigre_1_1.37
Gary Quan,Gary_4_0.60
Tim Catalfo,Obake
Jesse Gillespie,Jesse_5_1.50
Roy Jones,Roy
Mack Brewer,Mack
Tsuyoshi Tamakairiki,Tsuyoshi_1_0.00
JR Coughran,Bam Bam_4_4.00
Takayuki Okada,Giant Ochiai
Joe Wilk,The Nose
Khusein Askhabov,Nohcho
Joe Camacho,Joe_20_0.68
Aoriqileng,The Mongolian Murderer
Kier Gooch,Kier
Austin Hubbard,Thud
Liudvik Sholinian,Palmeyros
Austin Tweedy,Austin_2_4.00
Adrian Serrano,Adrian_2_1.93
Jorge de Oliveira,Blade
Ewerton Teixeira,Ewerton
Wagner Prado,Caldeirao
Tom Aaron,Tom_6_1.67
Ron Sparks,The Monster_5_2.67
Zac Pauga,The Ripper
Amber Tackett,Amber
Dimitiri Wanderley,Dimitiri
Henrique Da Silva Lopes,Montanha
Virgil Zwicker,RezDog
Wade Shipp,The Nightmare
Mike Easton,The Hulk_4_2.17
Marnic Mann,The Sawed-Off Savage
Eldo Xavier Dias,Eldo
Claudionor Fontinelle,Claudionor
Victor Valimaki,The Matrix_1_1.80
Gisele Moreira,Gisele
Coltin Cole,Coltin
Kenny Giddens,Kenny_1_1.71
Andrew Montanez,Andrew_2_0.75
Darian Weeks,Darian
Louis Taylor,Handgunz
Vitor Vianna,Vitor_1_4.00
Idris Wasi,Idris
Kasey Tanner,Kasey
Ashlee Evans-Smith,Rebel Girl
Brendan Loughnane,Brendan_1_5.67
Joao Pierini,Joao_3_4.00
Gaston Bolanos,The Dreamkiller
Thomas Gifford,The Young Lion
Tyrone Roberts,Native Warrior_1_3.58
Joe Brammer,The South Side Strangler
Christian Leroy Duncan,CLD
Joel Sutton,Joel
Pablo Villaseca,El Gallo
George Stork,George_4_0.78
Lance Benoist,Lance_1_3.50
Felipe Olivieri,Felipe
Tiffany Masters,Rainbow Renegade
Dave Dalgliesh,Dave_5_1.58
Jason Jackson,Jah-Son
Alberto Mina,Soldier of God_1_13.00
Anthony Avila,Anthony_4_2.60
Joe Schilling,Joe_21_0.40
Jhonoven Pati,The Samoan Savage
Mo Miller,Moshow
Yuya Shirai,Yuya
Sarah Payant,Soulja
Boston Salmon,Boom Boom
Maka Watson,Maka
Jerry Bohlander,Jerry
Landon Showalter,The Show
Nariman Abbasov,Bayraktar
Justin Davis,Dangerous_2_0.81
Reynaldo Trujillo,The Truth_4_1.11
Kyle Noblitt,Kyle_10_5.50
Tony Sylvester,Tony_8_3.67
George Zuniga,George_5_3.00
Rex Richards,Rex
Cory Hendricks,Cory_1_3.00
Clint Coronel,Clint_1_0.40
Richardson Moreira,Rick Monstro
Amilcar Alves,Amilcar
Bobby Escalante,Bobby_5_0.83
Shauna Bannon,Mama B
Pedro Falcao,Pedrinho
Felipe Silva,Felipe_1_4.00
Peggy Morgan,The Daywalker_1_1.00
Mason Fowler,Mason
Michael Cora,Kookie Monster
Christina Marks,Christina
Oliver Enkamp,Oliver
Siala Siliga,Mighty Mo
Taneisha Tennant,Triple Threat_1_5.00
Mario Rivera,Mario_3_0.75
Dewey Cooper,The Black Cobra
Luis Santos,Luis_2_6.30
Jeremiah O'Neal,Jeremiah_5_0.52
Natalia Silva,Natalia
Harris Sarmiento,The Hitman_5_1.38
Adam Fugitt,Adam_7_2.25
Eugenio Tadeu,Eugenio
Sean Spencer,Black Magic
John Clarke,John_15_1.00
John Donaldson,J.T.
Kazuhisa Watanabe,Kazuhisa
Tateki Matsuda,Tech
Masaaki Satake,Masaaki
Luke Zachrich,Luke_5_3.50
Ricky Rainey,The Sniper_4_2.00
Keith Berish,Sha Bang Bang
Juan Manuel Puig,Fenix
Roldan Sangcha'an,The Executioner_2_2.00
Derrick Mehmen,Caveman
Chris Curtis,Action-Man
Marcus Bossett,The Grasshopper
Sarah Frota,A Treta
Kevin Szaflarski,Kevin_4_5.50
KB Bhullar,The Bengal
Lee Brousseau,Manimal_1_1.67
Bryce Mejia,Bryce
Chris Mickle,Chris_26_1.43
Bevon Lewis,Bevon
Timothy Johnson,Timothy
Angel Pacheco,Angel
Ailin Perez,Fiona_1_4.50
Soichi Nishida,Soichi
Egidijus Valavicius,Egidijus
Todd Brown,Bulldog_1_4.00
Michael Lerma,Michael_7_0.00
Cody Canterbury,Cody_6_0.10
Ricardo Prasel,Alemao
Chance Farrar,Chance
Wes Combs,The Soldier
Wesley Correira,Cabbage
Treston Thomison,Treston
Lauren Mueller,Princess Tiger
Jorge Interiano,Jorge_3_1.33
Michael Diaz,Michael_8_0.50
Klidson Abreu,White Bear_1_3.75
Emiliano Linares,Golden Bull
Matt Ricehouse,Matt_11_6.00
Xavier Siller,Young Guns_1_1.00
Ray Rodriguez,The Judge
Mitch Whitesel,Mitch_2_0.63
Kazuma Maruyama,Gluttony
Xiao Long,Xiao
Xavier Foupa-Pokam,Professor X
Patrik White,Primetime_1_4.50
Tafon Nchukwi,Da Don
John Kolosci,John_16_1.67
Robbie Ring,Razor_3_6.00
Dooho Choi,The Korean Superboy
Darren Till,The Gorilla_1_3.60
Cedric Doumbe,Cedric
Jose Santibanez,Jose_5_3.33
Ho Bae Myeon,Ho
Cesar Gracie,Cesar_1_0.00
Herdem Alacabek,Herdem
Shawn Bunch,Bunch the Great
Pablo Alfonso,The Hurricane_7_1.29
Royler Gracie,Royler
Andy Wang,Andy_2_0.88
Stephen Bass,Bigfish
Fabio Silva,Fabio_3_0.12
Kali Robbins,Pop Tart
Jason Godsey,Jason_15_1.00
Felipe Portela,Balboa
Robert Peralta,Problems
Che Mills,Beautiful
Alexandru Lungu,Alexandru
Thomas Ramirez,Thomas_3_0.00
Khadzhi Bestaev,Best
Andre Winner,Andre_6_1.91
Derek Getzel,The Pretzel
Levan Makashvili,The Hornet
Pete Rodriguez,Dead Game
Michal Oleksiejczuk,Hussar
Hong Man Choi,Techno Goliath
Mike Polchlopek,Mike Barton
Tom Sauer,Tom_7_2.08
Paul Creighton,Paul_8_3.00
Corey Anderson,Overtime
Eddie Gordon,Truck
Nathan Jones,Nathan
Stefan Leko,Blitz
Sergey Ignatov,Sergey_1_0.00
Jon Murphy,Man of Faith
Patrick Speight,Patrick_2_2.33
Dmitry Poberezhets,Dmitry
Marius Zaromskis,The Whitemare
Marcos Mariano,Dhalsim
Todd Gouwenberg,Todd_4_1.80
Willian Colorado,Willian
Nasrat Haqparast,Nasrat
Baergeng Jieleyisi,Baergeng
Tommy Speer,Tommy_1_3.00
Priscila Cachoeira,Zombie Girl
Solomon Hutcherson,King_5_1.57
Rafael  Del Real,Rafael_5_0.30
Antonio Duarte,Tigre_2_2.71
Blake Bowman,Blake_1_0.33
Anthony Alves,Anthony_5_0.25
John Devine,John_17_1.50
Justin Wilcox,Silverback_3_2.00
Alan Gomez,Alan_1_2.00
Anthony Ruiz,El Toro_5_1.50
Josh Janousek,Josh_17_8.00
Josiah Harrell,Muscle Hamster
Jodie Esquibel,Jodie
Marcelo Guimaraes,Magrao
Rick Davis,The Flying Squirrel
Gian Siqueira,Pitbull_7_3.80
Konstantin Erokhin,Konstantin
Vinicius Oliveira,Lok Dog
Magomed Ankalaev,Magomed_2_18.00
Gaetano Pirrello,El Tigre_1_2.14
Derek Bohi,Marshmallow
Nick Sperling,Nick_14_0.75
Cheyden Leialoha,Steadfast
Vinicius Salvador,Vinicius
Marvin Eastman,The Beastman
Zoila Frausto,Warrior Princess
Nathan Coy,Soulforce
Takeshi Inoue,Lion
Kyle Stewart,Gunz Up
Ryan Keenan,Ryan_14_3.00
Stephen Regman,Stephen_2_2.25
Igor Borisov,Igor_3_1.00
Lucas Alexander,The Lion_2_2.00
Eric Bedard,Lucky Strikes
Mitch Ramirez,Mitch_3_7.00
Carlos Prates,The Nightmare_1_2.83
Mike Moreno,El Palo Duro
Jesse Sanders,Jesse_6_3.29
Issei Tamura,Issei
Shamil Gamzatov,Shamil_1_14.00
Chris Honeycutt,The Cutt
Andrew Craig,Highlight
Elias Theodorou,The Spartan_7_5.33
Edilberto de Oliveira,Crocota
Jeremy Tavares,Jeremy_8_0.17
Alex Gorgees,Hitman_3_6.00
Shara Magomedov,Bullet_2_12.00
Dave Martin,Dave_6_0.00
John Dodson,The Magician
Chris Guillen,Chris_27_0.81
Ernesta Kareckaite,Heavy-Handed
Brian Lo-A-Njoe,Brian_8_0.60
RJ Clifford,RJ
Gabriella Fernandes,Gabi
Roman Bogatov,Roman_4_10.00
Jeremy Boczulak,Jeremy_9_0.00
Nick Piedmont,No Limit
Steve Hadsel,Steve_7_3.00
Sho Patrick Usami,Savage_3_4.00
Miika Mehmet,Miika
Marcus Silveira,Conan
Alan Hiro,Yamaniha
Nick Sanzo,Nick_15_1.00
Donnie Chappell,Donnie_1_0.00
Jules Bruchez,Jules
Mike Ricci,The Martian
Keith Hackney,The Giant Killer
Bobby Lashley,Bobby_6_7.50
Matt Dwyer,Matt_12_2.25
James Gray,The Phenom_4_4.00
Robert Lucarelli,Robert_2_0.00
Justin Bruckmann,Loaf
Blair Tugman,Blair
Kaleo Kwan,Leo Boy
Wang Guan,The Dongbei Tiger
Damir Ismagulov,Qazaq_1_8.00
Tra Telligman,Trauma
DeMarco Villalona,DeMarco
Luana Santos,Luana_1_6.00
Muhammed Lawal,King Mo
Raheam Forest,Rambo
Calen Born,Calen
Thiago Perpetuo,Bodao_1_2.25
Danilo Belluardo,Caterpillar
Vincent Eazelle,The Real Deal_1_4.50
Azamat Murzakanov,The Professional
Chris Saunders,The So Cal Kid
Daniel Jolly,The Werewolf of Texas
Felix Klinkhammer,Felix_1_7.00
Oluwale Bamgbose,Holy War Angel
Yoshihiro Takayama,Yoshihiro_1_0.25
Kevin Natividad,Quicksand_1_2.25
Yuji Hisamatsu,Yuji_1_0.73
Mauricio Ruffy,Mauricio_1_9.00
Themba Gorimbo,The Answer_1_2.75
Toshiomi Kazama,Toshiomi
Peter Barrett,Slippery
Josh Appelt,Josh_18_2.14
Murtaza Talha,Murtaza
Solomon Renfro,The Black Dragon_1_4.00
Roberta Rovel,Crusher_1_4.00
Victor Jones,Victor
Dave Terrel,The Bionic
Guilherme Vasconcelos,Bomba_1_2.25
Scott Norton,Hollywood_6_7.00
Acacio Dos Santos,Pequeno_2_2.80
Matt Foki,Twin Tiger_1_1.25
Michael Lombardo,The Don_1_5.50
Delson Heleno,Pe De Chumbo
Jack Jenkins,Phar
Fred Ettish,Fred
Kim In Seok,Kim
Mike Wessel,Juggernaut_1_1.88
Dave Cochran,Dave_7_0.90
Jermaine Andre,Jermaine
Dustin West,Dustin_4_1.00
Rob Wilkinson,Razor_4_5.50
Levi Alford,Levi_1_0.14
Royce Alger,Royce_1_1.50
Tommy Lee,Tommy_2_4.17
Gugun Gusman,The Tiger_1_2.00
Ryan Janes,Ryan_15_3.33
Caio Machado,Bigfoot_1_4.00
Julia Budd,Julia
Tina Lahdemaki,Jelly Bean
Eric Jacob,Eric_10_0.11
Antonio Jones,Doomsday_1_6.00
Morgan Charriere,The Last Pirate
Travis Fulton,The Ironman_1_4.77
Tim Gorman,The Psycho_1_2.25
Raimond Magomedaliev,Raimond
Anthony Figueroa,Anthony_6_1.38
Tim Williams,The South Jersey Strangler
Sterling Ford,Sterling
Vince Murdock,Vince
Nick Gonzalez,The Ghost_1_1.42
Ron Faircloth,Ron_2_1.65
Sheila Gaff,The German Tank
Taylor Johnson,Tombstone
Ernest Chavez,EJ
Arjan Bhullar,Arjan
Koya Kanda,Bushido_1_2.40
Jon Hess,Jon_2_1.00
Bobby Voelker,Vicious_1_1.46
Corinne Laframboise,Corinne
Miranda Granger,Danger_3_2.33
Cody East,The Freight Train_1_4.00
Stevie Lynch,Stevie
Israel Giron,El Rojo
Devin Johnson,Devin_3_1.00
Jeri Sitzes,Jeri
Reyes Cortez Jr.,Reyes
Brady Huang,The Kung Fu Warrior
Hugo Govea,Hugo_2_0.00
Zhang Mingyang,Mountain Tiger
Travis Calanoc,The Dark Knight
Joachim Christensen,Joachim
Bubba Bush,The Fightin' Texas Aggie
Justin Robbins,Justin_11_0.78
Baru Harn,Seiryu
Rainn Guerrero,Purple Rainn
Angel De Anda,The Dream_1_3.00
Tokimitsu Ishizawa,Kendo Ka Shin
Alatengheili,The Mongolian Knight
Won Sik Park,Parky
Austin Lingo,Lights Out_3_3.00
Ben Sosoli,Combat Wombat
Greg Stott,Ranger
Dennis Bryant,The Beard
Pat Schilling,Thrilling
Sean Alvarez,Sean_8_1.33
Chuck Liddell,The Iceman
Eric Castile,Eric_11_1.50
David Marshall,David_18_2.00
Jose Torres,Shorty
Jay Bogan,Jay_2_1.00
Leigh Remedios,Bulldog_2_1.80
Melinda Fabian,Melinda
Junior Barata,Junior_3_3.00
Brian Geraghty,Duke
Daniel Santos,Willycat
Daniel Schmitt,Daniel_11_0.67
Jon Madsen,Jon_3_4.00
Min Soo Kim,Min
Jamie Houston,Jamie_4_3.00
Michael Patt,Michael_9_3.00
Greg Hardy,Prince of War
Kevin Engel,The Hitman_6_5.00
Karen Darabedyan,Karen
Sean Soriano,Sean_9_1.75
Jason Young,Shotgun
Frank Caracci,Frank_6_0.67
Melvin Manhoef,No Mercy_1_2.14
Henry Corrales,Henry
Yorgan De Castro,The Mad Titan
Tatsuya Iwasaki,Tatsuya_2_0.00
Rhadi Ferguson,Rhadi
Linton Vassell,The Swarm
Anthony Adams,Sugafoot
Sherman Pendergarst,The Tank
JP Felty,JP_2_0.80
Geronimo dos Santos,Mondragon
Bogdan Grad,The Unleashed
Sean Loeffler,The Destroyer
Josh Wick,The White Mamba
Tim Stout,Tim_5_1.20
Roberto Traven,Spider_1_1.50
Kyle Prepolec,Kyle_11_1.71
Jack Marshman,The Hammer_12_2.30
Aleksa Camur,Aleksa
Chris Manuel,Chris_28_1.29
Ian Garry,The Future_3_13.00
Harvey Park,Fightbot
Alejandro Villalobos,Alejandro
Victor Martinez,The Brick_2_2.60
Jason Riley,The Juggernaut_4_1.43
Cameron Dollar,Cameron_1_2.20
Shelton Graves,The Gravedigger
Scott Ettling,Scott_15_2.00
Mounir Lazzez,The Sniper_5_3.67
Jack Nilson,Jack_4_0.33
Israel Delgado,Israel_1_0.00
Luiz Dutra,Besouro
Nair Melikyan,Ahalkalakski
Norma Dumont,The Immortal_1_5.00
Tuco Tokkos,Tuco
Cristian Quinonez,Problema
Wallen Del Rosario,Wallen
Emmanuel Yarborough,Emmanuel
Shinsho Anzai,Animal
Shoji Maruyama,Shoji
Hidetaka Monma,Hidetaka
John Paul Elias,John_18_3.00
Maurice Mitchell,The AK Kid
Kazunori Yokota,Kazunori
Cyborg Abreu,Cyborg_4_0.00
Brandon Melendez,The Murderer
Andy Uhrich,Andy_3_1.83
Juan Puerta,Leadfeather
Pete Sabala,Pete
Dusko Todorovic,Thunder_2_3.00
Richard Jacobi,Richard_1_6.00
Masutatsu Yano,Masutatsu
Justin Frazier,The Grizzly Bear
Lloyd Van Dams,Lloyd
Branko Cikatic,Branko
Dave Zitanick,Dave_8_0.71
Tito Jones,Tito
Yusaku Kinoshita,Yusaku_1_2.00
Jackie Lee,Jackie
John Cofer,The Potter
Kyron Bowen,Bullseye
Alejandro Garcia,Alex_10_1.40
Homer Moore,The Rock_2_2.89
Keith Mielke,Keith_1_0.00
Eperaim Ginting,The Wolfman_1_6.00
Justin Martin,Justin_12_1.33
Jack May,The Outlaw_3_3.00
Jamelle Jones,The Beast_12_1.40
Nicholas Sergiacomi,Nicholas
Del Hawkins,The Filipino Delight
Ariel Beck,Ariel_1_0.80
Abner Lloveras,Skullman
Brian Melancon,Brian_9_2.33
Amaury Bitetti,Amaury
John Campetella,John_19_0.00
Andre Pederneiras,Andre_7_1.00
Bryson Kamaka,Bryson
Matej Penaz,Money_3_6.00
Pauline Macias,PITA
